object_id,master_id,file_path
68673a23-0481-4891-bd65-64332d33ee6e,31c7839b-e4a8-4e91-9301-84e6fb1a6a4b,segmented_objects/object_0.png
b9e9d638-3d56-43c5-b0e9-6048472dfeb8,31c7839b-e4a8-4e91-9301-84e6fb1a6a4b,segmented_objects/object_1.png
f083312c-74dd-4149-ae1e-2f1eb78b9a0e,31c7839b-e4a8-4e91-9301-84e6fb1a6a4b,segmented_objects/object_2.png
c5a9d57f-214f-4e10-80d0-25f0a65bc164,31c7839b-e4a8-4e91-9301-84e6fb1a6a4b,segmented_objects/object_3.png
